file,gameName,stateClass,status,moves,durationMs,error
Adugo,Adugo,AdugoState,TIMEOUT,0,17829,exceeded 10000ms
Asalto,Asalto,AsaltoState,PLAYOUT_FAIL,0,377,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Bagh Bandi,Bagh Bandi,BaghBandiState,OK,580,396,
Bagh Batti,Bagh Batti,BaghBattiState,PLAYOUT_FAIL,0,94,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Bagh Guti,Bagh Guti,BaghGutiState,PLAYOUT_FAIL,0,84,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Bagha Guti,Bagha Guti,BaghaGutiState,OK,391,66,
Baghchal,Baghchal,BaghchalState,OK,358,98,
Bam Blang Beh Khla,Bam Blang Beh Khla,BamBlangBehKhlaState,OK,19,46,
Bouge Shodra,Bouge Shodra,BougeShodraState,OK,460,80,
Cercar La Liebre,Cercar La Liebre,CercarLaLiebreState,OK,26,52,
Coyote,Coyote,CoyoteState,OK,44,46,
Demala Diviyan Keliya,Demala Diviyan Keliya,DemalaDiviyanKeliyaState,OK,147,44,
Diviyan Keliya,Diviyan Keliya,DiviyanKeliyaState,OK,797,74,
El Cazador,El Cazador,ElCazadorState,OK,2500,78,
El Perro,El Perro,ElPerroState,OK,2130,106,
El Zorro,El Zorro,ElZorroState,OK,212,56,
Fox and Geese,Fox and Geese,FoxAndGeeseState,OK,227,61,
Gala (Buginese),Gala (Buginese),GalaBugineseState,OK,1528,117,
Gala,Gala,GalaState,OK,2500,69,
Gasetavl (Gedved),Gasetavl (Gedved),GasetavlGedvedState,OK,2500,111,
Gasetavl,Gasetavl,GasetavlState,OK,2500,142,
Gioco dell'Orso,Gioco dell'Orso,GiocoDellOrsoState,OK,2504,111,
Go with the Floe,Go with the Floe,GoWithTheFloeState,OK,41,91,
Haretavl,Haretavl,HaretavlState,OK,230,35,
Hat Diviyan Keliya,Hat Diviyan Keliya,HatDiviyanKeliyaState,OK,47,29,
Huli-Mane Ata,Huli-Mane Ata,HuliManeAtaState,OK,10,33,
Hund efter Hare (Thy),Hund efter Hare (Thy),HundEfterHareThyState,OK,33,54,
Hund efter Hare (Vendsyssel),Hund efter Hare (Vendsyssel),HundEfterHareVendsysselState,OK,2500,47,
Hyvn aetter Hare,Hyvn aetter Hare,HyvnAetterHareState,OK,258,63,
Janes Soppi,Janes Soppi,JanesSoppiState,OK,2500,52,
Jeu de Renard (Two Foxes),Jeu de Renard (Two Foxes),JeuDeRenardTwoFoxesState,OK,639,105,
Jeu de Renard,Jeu de Renard,JeuDeRenardState,OK,2500,87,
Jeu du Renard et de la Poule,Jeu du Renard et de la Poule,JeuDuRenardEtDeLaPouleState,PLAYOUT_FAIL,0,63,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Jeu Militaire,Jeu Militaire,JeuMilitaireState,OK,29,34,
Juroku Musashi,Juroku Musashi,JurokuMusashiState,OK,610,43,
Kaooa,Kaooa,KaooaState,PLAYOUT_FAIL,0,39,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Ko-app-paw-na,Ko-app-paw-na,KoAppPawNaState,OK,60,37,
Komikan,Komikan,KomikanState,PLAYOUT_FAIL,0,74,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Koti Keliya,Koti Keliya,KotiKeliyaState,OK,69,97,
Kulaochal,Kulaochal,KulaochalState,OK,465,51,
La Liebre Perseguida,La Liebre Perseguida,LaLiebrePerseguidaState,OK,19,30,
La Yagua,La Yagua,LaYaguaState,OK,77,42,
Len Cua Kin Ngoa,Len Cua Kin Ngoa,LenCuaKinNgoaState,OK,19,40,
Ludus Coriovalli,Ludus Coriovalli,LudusCoriovalliState,OK,217,56,
Main Tapak Empat,Main Tapak Empat,MainTapakEmpatState,OK,344,35,
Manu,Manu,ManuState,OK,541,52,
Mao Naga Tiger Game,Mao Naga Tiger Game,MaoNagaTigerGameState,OK,342,54,
Merimueng-rimueng-do,Merimueng-rimueng-do,MerimuengRimuengDoState,OK,225,29,
Merimueng-rimueng,Merimueng-rimueng,MerimuengRimuengState,OK,446,60,
Musinaykahwhanmetowaywin,Musinaykahwhanmetowaywin,MusinaykahwhanmetowaywinState,PLAYOUT_FAIL,0,58,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Mysore Tiger Game (Three Tigers),Mysore Tiger Game (Three Tigers),MysoreTigerGameThreeTigersState,OK,346,41,
Mysore Tiger Game (Two Tigers),Mysore Tiger Game (Two Tigers),MysoreTigerGameTwoTigersState,OK,609,50,
Mysore Tiger Game,Mysore Tiger Game,MysoreTigerGameState,OK,8,28,
Neg Tugal Tuux,Neg Tugal Tuux,NegTugalTuuxState,OK,4,44,
Nuktagaq,Nuktagaq,NuktagaqState,OK,667,50,
Orissa Tiger Game (Four Tigers),Orissa Tiger Game (Four Tigers),OrissaTigerGameFourTigersState,OK,215,50,
Orissa Tiger Game (One Tiger),Orissa Tiger Game (One Tiger),OrissaTigerGameOneTigerState,OK,535,54,
Pon Chochotl,Pon Chochotl,PonChochotlState,OK,84,42,
Pulijudamu,Pulijudamu,PulijudamuState,OK,239,41,
Refskak,Refskak,RefskakState,OK,236,39,
Renard et les Poules,Renard et les Poules,RenardEtLesPoulesState,OK,463,69,
Rimau-Rimau (One Tiger),Rimau-Rimau (One Tiger),RimauRimauOneTigerState,OK,642,67,
Rimau-Rimau (Two Tigers),Rimau-Rimau (Two Tigers),RimauRimauTwoTigersState,OK,755,57,
Rimoe,Rimoe,RimoeState,OK,195,36,
Sher Bakar,Sher Bakar,SherBakarState,PLAYOUT_FAIL,0,55,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Sher Bakr,Sher Bakr,SherBakrState,OK,4,23,
Shi Liu Kan Tsiang Kun,Shi Liu Kan Tsiang Kun,ShiLiuKanTsiangKunState,OK,12,43,
Shui Yen Ho-Shang,Shui Yen Ho-Shang,ShuiYenHoShangState,OK,2500,32,
Sumi Naga Game (Hunt),Sumi Naga Game (Hunt),SumiNagaGameHuntState,PLAYOUT_FAIL,0,46,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Three Musketeers,Three Musketeers,ThreeMusketeersState,OK,35,37,
To Kinegi tou Lagou,To Kinegi tou Lagou,ToKinegiTouLagouState,OK,2502,187,
Uxrijn Ever,Uxrijn Ever,UxrijnEverState,OK,103,47,
Wolf and Sheep,Wolf and Sheep,WolfAndSheepState,OK,90,48,
Wolf und Schaaf,Wolf und Schaaf,WolfUndSchaafState,OK,31,49,
Yaguarete Kora,Yaguarete Kora,YaguareteKoraState,OK,245,43,
Yeung Luk Sz' Kon Tseung Kwan,Yeung Luk Sz' Kon Tseung Kwan,YeungLukSzKonTseungKwanState,OK,700,28,
20 Squares,20 Squares,?,START_FAIL,0,74,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
58 Holes,58 Holes,?,START_FAIL,0,73,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ashta-kashte,Ashta-kashte,?,START_FAIL,0,57,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ashtapada,Ashtapada,?,START_FAIL,0,51,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Asi Keliya,Asi Keliya,?,START_FAIL,0,77,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Atom,Atom,AtomState,OK,541,38,
Backgammon,Backgammon,?,START_FAIL,0,56,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Baralie,Baralie,?,START_FAIL,0,35,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Bargese,Bargese,?,START_FAIL,0,97,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Barjis,Barjis,?,START_FAIL,0,73,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Buffa de Baldrac,Buffa de Baldrac,?,START_FAIL,0,32,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Cab e Quinal,Cab e Quinal,?,START_FAIL,0,25,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Chaupar,Chaupar,?,START_FAIL,0,130,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Contrare Puff,Contrare Puff,?,START_FAIL,0,40,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Doblet,Doblet,?,START_FAIL,0,41,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Dodgem,Dodgem,DodgemState,OK,13,28,
Dubblets,Dubblets,?,START_FAIL,0,42,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
El Mundo,El Mundo,?,START_FAIL,0,29,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Emperador,Emperador,?,START_FAIL,0,22,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Fallas,Fallas,?,START_FAIL,0,42,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Fevga,Fevga,?,START_FAIL,0,37,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Frangieh,Frangieh,?,START_FAIL,0,37,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Garanguet,Garanguet,?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ghingskoot,Ghingskoot,?,START_FAIL,0,49,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Grand Trictrac,Grand Trictrac,?,START_FAIL,0,145,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Had,Had,?,START_FAIL,0,34,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Imperial,Imperial,?,START_FAIL,0,22,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Jacquet de Versailles,Jacquet de Versailles,?,START_FAIL,0,71,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Jacquet,Jacquet,?,START_FAIL,0,24,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Julbahar,Julbahar,?,START_FAIL,0,75,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Kawade Kelia,Kawade Kelia,?,START_FAIL,0,43,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ketch-Dolt,Ketch-Dolt,?,START_FAIL,0,32,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Kints,Kints,?,START_FAIL,0,36,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Kiz Tavlasi,Kiz Tavlasi,?,START_FAIL,0,31,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Knossos Game,Knossos Game,?,START_FAIL,0,93,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Kolica Atarakua,Kolica Atarakua,?,START_FAIL,0,49,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Kotra,Kotra,?,START_FAIL,0,35,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Lange Puff,Lange Puff,?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Laquet,Laquet,?,START_FAIL,0,16,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Len Doat,Len Doat,LenDoatState,OK,2500,82,
Los Doze Canes,Los Doze Canes,?,START_FAIL,0,26,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ludus Anglicorum,Ludus Anglicorum,?,START_FAIL,0,26,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ludus Lombardorum,Ludus Lombardorum,?,START_FAIL,0,34,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Mahbouseh,Mahbouseh,?,START_FAIL,0,73,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Medio Emperador,Medio Emperador,?,START_FAIL,0,25,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Mughrabieh,Mughrabieh,?,START_FAIL,0,77,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Myles,Myles,?,START_FAIL,0,37,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Nama,Nama,?,START_FAIL,0,144,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Nard,Nard,?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Nyout,Nyout,?,START_FAIL,0,109,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ofanfelling,Ofanfelling,?,START_FAIL,0,30,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pachesi,Pachesi,?,START_FAIL,0,68,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pachih,Pachih,?,START_FAIL,0,60,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pachisi,Pachisi,?,START_FAIL,0,77,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pagade Kayi Ata (Sixteen-handed),Pagade Kayi Ata (Sixteen-handed),?,START_FAIL,0,286,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pahada Keliya,Pahada Keliya,?,START_FAIL,0,115,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pancha Keliya,Pancha Keliya,?,START_FAIL,0,50,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Panchi,Panchi,?,START_FAIL,0,48,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Pareia de Entrada,Pareia de Entrada,?,START_FAIL,0,17,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Paumecary,Paumecary,?,START_FAIL,0,17,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Petol,Petol,?,START_FAIL,0,85,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Piprjall,Piprjall,?,START_FAIL,0,201,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Plakoto,Plakoto,?,START_FAIL,0,54,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Portes,Portes,?,START_FAIL,0,58,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Provincial,Provincial,?,START_FAIL,0,20,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Quinze Tablas,Quinze Tablas,?,START_FAIL,0,29,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Romavoa,Romavoa,?,START_FAIL,0,36,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Royal Game of Ur,Royal Game of Ur,?,START_FAIL,0,46,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Schuster,Schuster,?,START_FAIL,0,46,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Senet,Senet,?,START_FAIL,0,312,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Seys Dos y As,Seys Dos y As,?,START_FAIL,0,18,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sokkattan,Sokkattan,?,START_FAIL,0,84,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ssang-Ryouk,Ssang-Ryouk,?,START_FAIL,0,35,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Svensk Bradspel,Svensk Bradspel,?,START_FAIL,0,47,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tables Rabbatuees,Tables Rabbatuees,?,START_FAIL,0,47,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tavli,Tavli,?,START_FAIL,0,121,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tawula,Tawula,?,START_FAIL,0,44,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tayam Sonalu,Tayam Sonalu,?,START_FAIL,0,76,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Thaayam,Thaayam,?,START_FAIL,0,81,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Todas Tablas,Todas Tablas,?,START_FAIL,0,33,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tokkadille,Tokkadille,?,START_FAIL,0,79,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tsun K'i,Tsun K'i,?,START_FAIL,0,88,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tugi-Epfe,Tugi-Epfe,?,START_FAIL,0,53,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Uturu Uturu Kaida,Uturu Uturu Kaida,?,START_FAIL,0,68,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Verquere,Verquere,?,START_FAIL,0,29,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
XII Scripta,XII Scripta,?,START_FAIL,0,34,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
